EE Provider ID	EE UID	Client Unique ID	Client ID	Entry Exit Group Id	Entry Exit Household Id		Entry Date	Housing Move-in Date(5584)	Exit Date	Destination	Reason for Leaving	Entry Exit Type	Entry Exit Date Added	Entry Exit Date Updated
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750461	lrom06031973l600r214	423292				2/27/2016		3/12/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/29/2016	3/14/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750462	jbtm12201957j520b300	70856				2/27/2016		3/3/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/29/2016	3/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750463	mhrf08101963m650h600	423291				2/26/2016		3/4/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	2/29/2016	3/7/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750464	slvf07201962s650l130	421826				2/27/2016		3/28/2016	Rental by client, no ongoing housing subsidy (HUD)	Completed program	HUD	2/29/2016	3/29/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750957	egam08301967e640g612	218081				2/29/2016		3/4/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/1/2016	3/7/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750958	jewm11291970j200e363	268404				2/29/2016		3/23/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/1/2016	3/24/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750959	ae-m10301972a450e455	197232				2/29/2016		3/2/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/1/2016	3/3/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750960	cbtm06081950c642b340	337991				2/22/2016		3/1/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/1/2016	3/2/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750961	lbim02271961l600b624	135866				2/29/2016		4/18/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/1/2016	4/25/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750963	ajhm06201957a535j525	332884				2/24/2016		3/16/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/1/2016	3/18/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750965	dwtm04161968d236w325	422785				2/29/2016		3/18/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/1/2016	3/21/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	750973	mlpf12021976m600l126	161111				2/29/2016		3/1/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/1/2016	3/2/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	751025	fabm04061963f652a412	360883				2/29/2016		3/11/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/1/2016	3/14/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	751515	ramm06201990r254a652	177283				3/1/2016		3/4/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/2/2016	3/7/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	751516	whrm07111990w420h655	423492				3/1/2016		3/14/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/2/2016	3/15/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	751519	kmlm12231983k150m420	403745				3/2/2016		3/15/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/2/2016	3/18/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	751522	thof04271990t500h160	415830				3/1/2016		3/23/2016	Psychiatric hospital or other psychiatric facility (HUD)	Other	HUD	3/2/2016	3/23/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	752022	cbtm06081950c642b340	337991				3/2/2016		4/5/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/3/2016	4/6/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	752023	jdam06181979j500d200	287048				3/2/2016		3/11/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/3/2016	3/14/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	752024	twgm08281970t300w256	423563				2/25/2016		3/1/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/3/2016	3/3/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	752025	twgm08281970t300w256	423563				3/2/2016		3/30/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/3/2016	4/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	752026	swlm03181971s500w452	219636				2/29/2016		3/15/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/3/2016	3/18/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	752027	pglf11111968p430g456	344697				3/2/2016		3/3/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/3/2016	3/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	752075	wsim12051980w450s530	265171				3/2/2016		3/25/2016	No exit interview completed (HUD)	Criminal activity / violence	HUD	3/3/2016	3/29/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	752493	tmkm12311958t650m200	103533				3/3/2016		3/25/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/4/2016	4/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	752494	ludm12061979l516u536	281119				3/3/2016		3/14/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/4/2016	3/15/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	752495	rdrm01141958r263d610	142304				3/3/2016		7/1/2016	Residential project or halfway house with no homeless criteria (HUD)	Left for housing opp. before completing program	HUD	3/4/2016	7/5/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	752496	khuf02041959k345h200	199086				3/3/2016		3/11/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/4/2016	3/14/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753363	aslm02221970a415s462	324453				3/4/2016		5/4/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/7/2016	5/5/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753364	jsim05241966j500s162	416696				3/4/2016		3/7/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/7/2016	3/8/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753365	mlwm08071974m632l200	419124				3/4/2016		3/14/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/7/2016	3/15/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753366	ddnm03181960d130d542	196082				3/5/2016		3/15/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/7/2016	3/18/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753371	rgam07161972r543g620	422213				3/6/2016		3/9/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/7/2016	3/10/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753373	pglf11111968p430g456	344697				3/4/2016		3/5/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/7/2016	3/7/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753378	rjhf04061995r240j525	399340				3/5/2016		3/21/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/7/2016	3/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753379	ssaf02051970s600s610	176580				3/6/2016		4/1/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/7/2016	4/5/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753380	gjnf01261959g534j520	423732				3/6/2016		3/17/2016	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	3/7/2016	3/18/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753985	cbom06111960c642b650	160327				3/7/2016		3/10/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/8/2016	3/11/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753986	brtm11251961b620r341	344699				3/7/2016		3/8/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/8/2016	3/9/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753987	blem11211971b630l000	162076				3/7/2016		3/25/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/8/2016	4/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753988	crbm01021986c623r150	419804				3/7/2016		3/12/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/8/2016	3/14/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753989	hmbm12291967h630m216	423880				3/7/2016		3/8/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/8/2016	3/9/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753990	hmlm02201974h236m452	468555				3/7/2016		3/8/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/8/2016	3/9/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753991	esim12141969e620s530	265976				3/7/2016		3/8/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/8/2016	3/9/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753992	jltm10031997j650l340	402257				3/7/2016		3/14/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/8/2016	3/15/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753993	jcom02101965j210c160	422042				3/7/2016		3/8/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/8/2016	3/9/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753994	jcmm12031961j520c512	130920				3/7/2016		3/10/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/8/2016	3/11/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753995	lbaf08101977l320b425	375650				3/7/2016		3/10/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/8/2016	3/11/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753996	mgef07081980m240g650	423879				3/7/2016		3/10/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/8/2016	3/11/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	753997	jrcf11031976j255r263	423881				3/7/2016		3/14/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/8/2016	3/15/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	754121	masm09121956m620a423	423932				3/7/2016		4/23/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/8/2016	4/26/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	754501	abrm07251958a416b600	168290				3/8/2016		4/12/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/9/2016	4/13/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	754502	ramm06201990r254a652	177283				3/8/2016		3/10/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/9/2016	3/11/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	754503	jhrm09081984j250h630	409250				3/4/2016		3/13/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/9/2016	3/14/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	754504	mmcm06081967m240m242	423991				3/5/2016		5/19/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/9/2016	5/20/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	754973	kwlf11271987k436w425	424071				3/1/2016		3/11/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/10/2016	3/14/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	754974	ntom09061983n240t520	424072				3/1/2016		3/19/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/10/2016	3/22/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	754975	jcom02101965j210c160	422042				3/9/2016		4/2/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/10/2016	4/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	755453	wtom06181950w400t610	184832				3/10/2016		3/14/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/11/2016	3/15/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	755454	kmmm05021952k530m254	424179				3/10/2016		3/11/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/11/2016	3/14/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	755455	igim03171969i260g652	165060				3/10/2016		4/8/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/11/2016	4/11/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	756273	dbrm03241992d654b622	340736				3/11/2016		4/15/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/14/2016	4/25/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	756282	tglm09151969t520g426	156733				3/12/2016		4/9/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/14/2016	4/11/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	756283	lwlm10211974l600w452	231530				3/12/2016		4/12/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/14/2016	4/13/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	756290	tcef03291980t500c200	401581				3/12/2016		3/27/2016	No exit interview completed (HUD)	Non-compliance with program	HUD	3/14/2016	3/29/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	756756	vbnm01071966v624b530	200794				3/14/2016		3/31/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/15/2016	4/4/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	756757	mmom12091957m635m400	299695				3/14/2016		3/16/2016	Hospital or other residential non-psychiatric medical facility (HUD)	Other	HUD	3/15/2016	3/18/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	756758	kgdm08231969k150g323	380535				3/14/2016		4/23/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/15/2016	4/26/2016
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	756759	smrm06231974s500m610	320781				3/14/2016		3/16/2016	Staying or living with friends, temporary tenure (HUD)	Other	HUD	3/15/2016	3/18/2016
